22,47
85,84
64,44
72,25
19,29
32,08
72,05
56,82
72,37
82,02
43,86
44,38
69,05
12,76
18,05
39,58
30,24
79
57,3
40,08
51,77
56,29
48,37
55,21
46,89
73,65
60,93
16,08
31,28
14,95
9,55
41,03
14,14
57,24
63,64
58,11
42,59
15,72
59,32
47,85
34,02
30,88
70,82
5,91
62,48
17,03
46,13
45,33
70,05
5,3
10,3
69,56
50,26
78,19
81,96
80,41
33,43
74,65
42,68
26,36
26,95
13,22
34,91
88,07
9,34
72,88
47,84
55,51
43,3
60,76
24,45
75,7
39,23
16,42
31,44
87,91
64,87
54,61
31,15
23,49
35,33
77,7
27,4
7,93
89,74
14,54
22,46
15,42
47,26
60,41
31,2
22,58
33,65
84,52
50,25
44,63
23,53
23,08
69,99
7,97
27,58
30,73
48,05
15,17
51,12
53,24
31,98
87,19
76,23
20,91
88,54
31,69
12,46
80,35
82,25
44,35
62,52
22,13
71,9
18,49
27,1
24,72
9,15
19,95
87,81
45,29
14,86
41,98
11,77
10,05
45,87
43,42
51,99
24,5
69,5
57,9
15,4
48,38
59,68
33,09
25,02
25,78
43,49
59,74
32,21
85,18
45,72
74,67
86,82
18,96
38,22
57,32
18,87
23,37
66,68
51,92
37,9
19,69
63,67
48,43
80,66
55,52
66,03
12,18
42,34
22,98
16,26
66,95
57,67
57,37
82,6
12,31
13,19
90,87
68,34
80,64
37,5
68,33
46,89
22,09
38,47
65,68
81,76
37,51
31,13
71,24
29,59
25,29
70,7
81,84
29,98
5
5,41
42,59
45,91
52,3
23,75
89,76
80,59
27,09
63,17
71,39
69,91
74,49
36,27
40,01
58,67
32,42
19,76
44,14
50,69
51,34
71,39
16,76
41,24
13,02
82,87
51,04
24,83
69,98
52,7
34,92
65,59
22,51
23,68
42,6
24,3
90,91
30,89
87,58
43,05
78,14
38,71
15,89
83,96
85,59
28,32
23,41
49,48
86,48
71,37
51,09
37,6
49,86
90,72
48,7
57,76
45,5
11,34
89,48
74,77
40,17
88,82
65,18
50,41
71,48
70,36
24,8
51,1
60,14
51,77
18,09
88,67
76,25
63,05
80,89
17,38
29,01
44,26
57,09
48,82
48,79
5,69
61,5
53,22
22,13
85,94
65,16
9,67
16,91
45,5
44,97
77,7
89,97
35,67
51,19
26,18
15,58
49,52
17,94
58,06
36,28
50,3
36,26
54,01
67,73
28,58
72,74
5,94
35,34
20,7
14,04
57,77
7,58
62,95
47,43
85,57
28,97
39,32
29,93
6,25
36,76
50,56
43,14
15,57
44,52
19,4
12,97
28,8
57,68
26,23
25,15
71,74
38,39
50,92
71,74
38,93
24,31
59,3
55,51
39,86
27,46
43,91
35,27
40,15
45,93
72,25
47,04
62,27
16,43
33,39
51,19
82,84
46,13
59,03
42,22
46,04
55,38
23,68
82,37
90,34
61,92
72,85
40,91
30,63
76,34
39,18
63,82
11,41
89,48
26,65
41,82
28,38
84,97
88,43
71,46
44,64
62,1
11,8
46,24
13,9
13,93
12,04
17,74
85,59
72,3
44,06
12,03
51,11
83,37
10,8
33,88
80,79
6,27
66,01
31,89
78,4
90,67
81,25
21,84
20,38
81,91
43,31
46,07
87,66
24,88
74,36
89,32
36,05
51,54
17,28
86,91
66,57
66,85
73,64
63,21
36,73
83,19
87,8
5,19
7,88
10,62
62,66
85,19
75,75
44,31
40,62
84,95
57,57
27,66
46,93
10,97
61,9
29,73
74,8
63,07
86,72
69,16
56,78
19,36
62,95
42,79
46,29
45,92
13,19
88,95
9,63
18,87
39,5
42,63
18,05
37,99
7,36
40,49
52,75
24,6
59,75
51,23
40,17
50,59
56,77
64,04
32,63
25,36
64,5
74,59
32,86
23,8
47,78
65,02
19,98
55,53
41,45
88,3
11,13
56,61
42,07
35,57
74,79
6,88
54,52
78,18
47,56
54,73
78,89
25,41
77,01
14,48
61,78
60,09
42,62
67,88
66,18
43,48
40,87
48
85,54
71,38
9,81
48,01
46,11
56,02
10,71
53,01
15,42
59,22
55,43
84,6
58,04
44,85
17,19
55,51
87,64
75,18
7,03
53,11
83,62
78,24
80,88
42,04
73,82
18,63
36,13
41,45
60,74
5,35
18,2
58,54
17,62
47,09
41,95
34,42
30,34
30,57
28,83
84,65
12,93
16,87
18,1
70,74
66,09
77,82
11,04
19,69
64,8
83,19
80,73
33,22
68,34
26,26
8,87
45,34
53,65
25,58
49,23
63,98
16,16
15,53
87,58
87,6
12,13
89
38,42
41,94
21,48
39,69
79,33
13,19
78,55
29,45
30,2
90,25
75,08
27,06
63,07
63,35
5,68
17,73
68,24
78,59
45,78
16,39
72,56
38,17
43,17
75,02
56,2
88,28
16,97
24,74
14,78
22,85
71,48
38,54
71,53
60,8
70
18,92
66,42
5,15
39,39
10,75
62,97
10,92
14,01
85,91
68,62
45,74
76,18
28,86
32,13
20,3
28,45
85,5
18,23
78,15
81,89
14,43
72,66
89,26
44,82
34,43
57,09
23,74
9,46
41,16
76,52
89,12
20,1
22,92
13,97
54,28
67,5
74,67
19,27
44,69
32,07
47,75
54,12
66,46
12,55
63,3
60,6
14,09
58,58
46,32
16,59
13,67
26,99
73,12
5,68
55,95
45,82
43,19
33,19
60,82
61,26
24,61
44,56
37,72
21,35
66,62
72,26
29,43
71,98
65,21
40,62
83,81
62,62
6,16
39,38
34,75
64,66
51,44
37,13
10,3
56,16
18,55
71,42
53,18
62,57
36,49
89,52
90,84
26,9
82,51
90,29
84,52
59,21
19,58
21,72
43,12
30,49
27,27
81,85
35,86
87,15
72,81
20,75
86,56
89,43
7,04
9,78
88,05
7,88
40,21
66,27
79,64
79,02
31,88
37,92
5,61
44,21
36,72
47,08
60,63
56,42
68,96
71,86
9,08
21,16
80,61
55,85
41,47
55,21
33,04
16,63
12,23
19,72
70,13
76,79
85,79
77,1
31,45
17,46
20,68
87,98
10,31
81,67
82,53
5,11
35,29
30,69
5,24
71,01
11,24
71,9
18,36
64,76
63,49
19,7
42,59
21,38
89,52
68,69
18,24
17,35
25,85
28,44
43,4
17,61
62,75
57,49
15,06
48,13
78,13
65,38
31,14
29,93
39,9
23,21
55,81
42,55
37,21
27,41
85,13
56,29
87,56
76,92
30,8
28,45
13,04
61,98
71,11
76,37
49,68
16,78
61,29
18,68
22,99
15,7
18,21
78,24
38,52
85,02
87,56
66,76
47,68
59,75
52,06
79,6
26,94
23,71
78,86
54,18
71,61
32,19
71,47
20,91
78,86
8,08
79,55
46,9
78,23
20,36
42,11
81,94
56,2
13,58
64,57
46,93
11,96
38,61
15,63
28,91
42,29
15,58
5,87
8,38
78,69
60,51
56,76
40,08
75,16
42,62
85,94
11,77
60,59
73,92
44,75
55,51
13,79
32,79
32,44
69,63
87,67
86,39
20,47
20,37
78,3
76,82
48,42
57,89
17,2
14,49
70,72
27,31
52,55
57,87
32,23
25,66
60,72
22,54
42,05
11,31
10,91
60,88
54,31
41,74
60,32
27,16
62,93
18,37
64,66
90,32
11,96
62,18
32,61
70,44
45,75
47,69
75,09
41,17
38,39
37,56
18,14
5,08
76,32
69,66
47,16
35,73
36
59,97
46,78
40,37
63,09
39,68
86,55
77,41
67,29
64,11
18,81
75,65
24,47
87,45
87,94
85,24
13,95
29,22
63,6
30,88
16,7
46,62
39,19
68,89
60,35
28,45
10,86
85,7
21,19
36,8
30,39
46,38
87,18
87,1
80,91
90,5
68,39
69,39
38,18
57,77
64,16
19,04
51,02
33,14
49,52
11,62
20,07
15,21
48,78
41,8
79,37
75,69
34,66
26,51
32,16
86,7
51,55
78,64
70,46
57,14
87,81
40,51
23,41
74,45
24,55
57,61
51,73
52,96
64,95
9,82
33,5
49,81
38,78
11,79
16,7
86,15
51,71
42,02
36,81
86,33
50,86
75,15
57,61
28,3
6,91
14,14
71,97
78,9
41,92
24,54
20,94
13,54
70,44
10,81
58,17
40,99
89,52
25,36
77,09
12,5
47,49
78,43
26,17
13,07
31,91
27,48
17,31
32,36
33,75
20,12
9,03
60,6
14,54
17,12
5,33
37,35
13,8
38,93
83,93
27,59
58,39
60,37
65,37
21,17
27,48
60,9
11,9
13,38
88,98
75,61
66,88
51,39
21,15
84,16
73,82
89,53
72,5
47,6
20,18
5,11
86,19
16,03
83,38
56,26
28,48
47,16
66,22
29,33
19,27
70,59
46,63
65,93
17,96
28,85
89,31
14,62
84,2
55,48
36,3
44,28
46,78
65,78
17,21
23,12
14,39
64,37
78,28
52,51
72,67
50,44
44,32
42
52,03
43,46
77,82
12,47
15,6
26,09
36,51
34,37
71,78
10,01
60,29
64,17
33,99
25,47
83,91
23,9
14,1
75,56
79,59
85,62
71,11
40,38
24,63
54,39
6,58
18,5
44,87
69,17
18,2
52,96
15,28
44,78
60,89
77,21
62,15
8,72
43,86
17,08
75,72
65,44
7,55
68,63
15,57
29,85
63,59
81,76
58,14
84,52
27,41
32,23
27,89
13,86
9,8
57,03
79,15
28,54
56,76
51,44
88,88
40,81
88,84
49,06
48,84
29,93
81,94
33,15
66,18
8,61
21,46
23,07
42,24
82,69
9,46
72,47
45,97
5,02
84,28
13,21
57,95
49,83
50,98
16,64
47,94
88,2
59,36
6,52
9,39
67,28
21,65
71,44
36,69
26,28
52,8
53,84
47,49
41,01
70,21
32,24
5,3
71,59
88,11
58,72
10,13
89,9
21,1
88,85
88,57
9,47
39,78
10,08
20,5
44,13
57,56
15,89
89,74
90,12
61,53
26,14
21,27
90,17
18,05
33,71
44,42
29,96
58,03
25,61
20,77
72,89
40,85
86,17
35,29
26,35
65
83,87
12,76
16,12
42,68
81,36
89,42
15,46
11,56
34,54
75,38
7,29
77,22
86,71
84,51
46,8
79,49
75,92
11,53
11,39
37,83
28,61
65,83
80,2
15,94
61,76
14,29
11,57
19,04
76,28
44,77
90,48
25,77
82,2
34,43
71,73
33,48
79,86
28,94
14,88
63,74
17,32
45,81
72,54
60,8
65,56
83,53
84,98
22,09
43,09
77,36
18,87
88,96
47,91
30,43
79,5
43,16
20,71
39,57
88,43
88,4
58,37
29,6
20,99
42,77
49,19
40,77
26,38
42,92
60,84
12,08
78,52
83,03
26,72
90,74
22,04
6,76
32,09
55,73
76,55
14,38
9,23
10,57
83,08
9,33
25,99
18,86
59,89
90,85
18,67
9,48
81,32
59,58
56,05
39,03
86,55
38,53
86,92
89,69
78,43
36,5
39,64
45,09
13,68
54,05
13,95
81,41
31,59
39,92
45,98
68,86
59,82
49,63
30,07
10,41
38,87
34,54
86,24
35,75
69,71
15,48
12,08
11,14
59,8
41,34
40,76
8,27
62,18
40,62
66,5
82,06
72,52
71,48
81,32
26,02
19,63
5,8
80,45
85,34
58,96
56,51
36,59
48,24
25,25
86,97
44,07
59,22
38,15
60,7
16,3
78,11
80,1
36,9
70,26
65,69
55,15
19,49
11,88
84,69
12,77
67,65
73,32
28,32
26,34
75,6
81,6
84,22
80,4
74,39
69,61
61,16
81,63
70,09
6,88
10,07
90,39
48,05
39,77
75,34
66,13
50,64
28,77
70,7
37,94
42,69
79,61
58,69
30,58
28,91
31,79
89,53
61,43
49,53
67,09
71,74
63,99
73,78
54,69
20,78
13,34
73,17
58,24
31,82
69,88
8,49
46
54,77
86,49
67,1
43,8
82,64
58,95
58,91
32,33
82,32
7,86
19,16
80,15
79
15,37
16,39
15,16
61,36
74,74
76,11
19,87
20,25
89,59
59,58
19,94
29,32
20,9
88
88,89
47,67
20,48
61,23
69,66
41,41
13,58
85,57
34,12
60,97
31,93
30,9
60,67
9,99
26,84
65,57
76,59
77,67
10,82
6,76
66
38,39
14,94
70,13
73,04
47,7
37,8
58,84
79,18
38,32
64,74
32,21
12,29
70,58
64,39
23,13
32,99
12,65
25,05
65,72
17,83
56,85
5,51
85,32
48,03
16,18
86,9
5,9
63,13
66,45
51,49
47,56
74,76
75,51
80,58
16,92
35,67
25,84
42,93
48,21
84,05
39,11
63,46
29,96
59,79
41,81
27,71
6,98
67,99
33,59
49,42
36,57
76,6
90,85
39,23
9,16
12,68
41,5
36,84
63,58
28,3
49,83
71,37
67,12
16,19
18,77
19,22
18,28
52,79
59,56
76,51
24,99
58,57
56,72
57,79
25,43
90,64
88,48
24,48
39,14
15,37
65,84
55,66
7,87
17,21
53,16
31,92
9,4
51,38
6,16
31,51
41,37
24,5
51,78
13,2
8,05
28,23
65,67
36,82
68,73
13,35
72,52
66,72
89,51
54,32
10,12
36,46
53,27
90,54
22,66
20,01
55
39,28
70,12
74,58
89,66
44,99
67,29
46,63
23,41
50,09
68,6
47,41
84,48
90,72
22,47
47,68
5,89
57,58
37,37
64,25
5,23
8,64
12,82
71,66
24,53
57,96
42,9
19,44
69,02
53,34
87,09
41,98
10,71
41,37
29,77
80,79
21,72
8,86
62,73
7,28
62,7
47,45
27,28
55,8
82,29
47,05
61,81
31,05
47,98
71,26
82,71
44,53
51,8
19,17
80,85
38,26
23,86
42,08
26,54
81,36
38,31
38,48
42,75
64,16
79,64
42,93
87,38
71,6
31,91
11,67
35,39
10,63
57,27
64,37
44,51
55,37
52,82
20,1
24,87
26,36
55,8
33,54
17,15
65,22
5,09
7,85
63,54
79,85
34,97
20,19
71,06
34,74
72,32
34,22
18,24
56,16
10,73
56,68
49,91
16,93
25,58
87,91
90,33
48,89
84,72
64,02
21,97
73,27
49,1
56,41
46,76
71,25
86,17
29,09
12,34
28,26
59,64
73,93
45,76
29,85
54,36
10,41
76,68
52,08
49,44
36,34
79,64
29,38
38,33
49,74
67,41
70,44
74,58
46,86
5,81
61,39
7,71
17,84
90,52
65,87
53,35
39,73
48,54
79,47
65,82
22,67
14,57
21,62
75,55
43,87
84,61
10,75
87,27
30,6
5
73,66
76,49
9,71
54,27
8,32
32,61
47,72
25,75
48,61
26,63
47,66
7,43
66,76
31,46
82,14
32,82
65,73
47,81
87,78
86,6
56,77
6,22
83,2
58,35
87,63
51,97
18,25
49,51
50,91
52,5
67,1
90,63
25,61
34,55
24,66
55,11
46,14
69,86
13,5
33,85
30,57
58,79
81,64
53,76
62,69
9,95
15,1
8,48
54,22
33,03
75,79
83,96
70,43
13,51
55,04
87,52
80,1
27,27
10,54
70,87
29,29
76,23
63,1
20,76
51,32
78,68
73,94
79,48
41,1
35,58
90,87
62,59
17,09
62,31
68,75
45,27
54,49
21,56
90,66
70,42
73,82
19,17
71,18
69,97
9,8
20,85
17,63
43,74
57,71
72,81
36,02
70,97
73,42
76,45
34,2
67,88
82,32
90,9
13,74
19,29
7,26
72,53
56,28
52,3
13,31
71,34
36,18
69,87
24,16
49,45
69,32
59,76
11,41
62,34
48,04
32,47
90,51
82,84
67,3
71,76
87,66
70,7
47,68
78,97
70,76
46,46
79,69
17,78
41,78
40,49
84,39
60,9
55,28
60,28
58,06
39,33
32,29
64,75
29,3
72,23
74,66
13,58
66,42
55
80,5
73,18
20,68
71,3
37,76
14,07
5,6
62,53
8,31
28,47
78,6
55,6
7,44
18,08
