7103;1142
6616;6781
7904;4169
6245;1990
3185;6875
1285;6728
2952;8910
9579;4261
4800;9075
3933;2179
6142;5305
3171;4847
7253;4446
1046;7810
1867;5175
2607;8117
1971;2018
3415;5618
2613;4417
7340;4547
3940;4037
3886;8575
8485;4668
7617;1842
9670;1358
8233;6846
4176;7718
7049;1362
9077;6163
7770;9523
6469;9208
8040;2868
2531;7440
3536;3379
2581;3890
7433;3720
5553;4575
1458;6663
2980;2938
9469;5710
3172;3060
6533;2115
3145;5196
5844;5223
5582;2230
5409;9943
7921;6374
9371;9728
5300;6417
9076;4169
9322;3823
1771;6660
4567;9673
9182;9758
2140;9578
5514;1840
5484;1613
6800;8806
6547;1865
4355;3018
6504;5269
7094;8122
3503;5141
4097;4484
3860;8335
1214;3552
6788;1130
5354;6759
2535;2129
1915;5353
3461;8850
8384;4830
5284;8930
7062;1313
8216;9581
7159;5564
5166;3475
3393;6459
2307;9228
1514;2392
2485;3617
4584;5710
3285;7140
3127;4772
4000;9975
8234;7898
6290;8535
6519;3536
6143;1067
6744;4246
7147;4604
9996;5013
8867;5784
2413;9633
3616;6965
1974;6441
1542;1567
7230;3523
8180;2852
1739;4508
9975;5136
3321;9668
4260;8972
8787;5770
3735;2615
2405;3069
6307;5030
1225;9295
1541;2825
6302;5445
7145;2708
2842;2495
9556;7545
3212;9870
9996;5365
1985;3728
9077;4399
3062;4268
5459;1885
1064;8503
8340;7775
7956;6804
7612;3781
4557;7071
2538;6398
1901;7040
1173;1093
4643;9878
6578;2114
6818;5166
6873;9584
6133;3544
1770;9702
4118;2618
2225;5958
7448;7921
9312;9391
4456;1463
2730;7422
8766;7022
1168;4535
1370;2055
4614;9247
8150;9278
4953;6236
3211;5647
4897;8785
6380;9138
9146;5514
6119;1053
3087;6612
8713;3450
4287;1557
6592;3829
5654;6025
8988;6330
3401;3150
8350;5051
3197;6437
5270;5915
3278;6662
5196;8289
4483;5950
9536;3126
7818;1637
1524;8609
3998;7928
3744;1411
5492;3059
7639;5179
5743;9533
2502;2582
3754;3935
8126;6576
7321;7072
6537;8639
2670;9984
7429;4428
9565;6509
6415;2801
8298;1549
3887;6445
8932;6194
6067;6857
3113;5426
6607;6955
6681;9786
3772;7198
8210;8524
4442;4233
4550;6451
8646;8855
7252;7655
4105;7782
6105;2497
9750;2836
2516;6738
2707;4464
5404;7532
6851;6266
1931;3566
8505;9453
2954;6346
6696;6258
9914;3370
8205;4423
6883;6090
4439;1965
6203;3205
7175;7918
3001;2692
1741;1487
1702;3546
7065;5089
7883;4542
1569;5612
2038;5164
8613;6571
9878;5790
1920;2960
6903;1513
9730;8040
9453;3296
9268;1850
9039;5112
5193;1561
6515;7674
7537;2364
6008;5841
3619;2683
5435;2891
1425;4929
4857;2862
3160;2369
7071;8749
2617;6631
4953;2891
5517;8233
8014;1354
4530;8020
6641;2803
3527;4791
8076;7720
6428;1181
4642;7950
9979;3659
5326;2929
9042;2119
3825;9555
7053;1227
4107;8564
2543;2804
3286;2214
8781;6518
6652;9518
9822;8341
2584;3099
2888;7167
4445;7978
9150;3219
3077;1985
3905;8986
7665;6163
8492;5472
4927;4032
1186;3887
8036;9649
8441;3246
6697;7088
8077;6309
1938;6468
4519;3933
4616;9420
8829;7599
7014;4116
3243;2923
3771;7836
3019;8837
7022;9134
8476;6654
1521;1599
4628;5739
1550;3600
1889;7479
3412;5573
9931;8353
2713;3856
4036;1211
4499;9813
9928;4277
2526;8058
8502;4583
8239;2896
2874;9535
8066;6406
2805;1222
9196;3197
7588;2774
3413;5174
3969;8594
1185;4142
1191;1970
5953;4819
6257;9051
2676;5599
3123;5071
6887;9230
6024;5956
8311;9195
7711;1300
6535;6151
8661;2544
1518;5669
5456;3780
1996;3296
6065;1835
1245;4631
3523;3623
5765;1324
9214;6325
5745;5099
3677;9876
6789;2483
9476;9339
4107;3173
4658;7835
4366;3194
6197;8944
9602;3079
9193;9694
8854;6899
1416;6414
8765;5810
3480;2919
5167;8956
5110;9111
4320;1296
8512;4247
8417;5929
5013;2441
6391;3539
5651;3451
8866;7634
9809;3892
1715;3086
3608;3540
9592;7748
3649;9476
6715;3473
9642;7516
2687;6399
5437;4206
2227;4884
2948;1623
4774;3871
4635;2982
3687;3738
4572;9689
7312;2556
9214;6227
2641;2652
5522;3555
5331;9542
9742;4797
5173;1164
4210;7977
7802;5376
8534;5597
2198;6929
7899;8389
4340;5280
3936;8200
3550;6757
8560;1180
4644;7676
3801;7391
1814;9787
5203;4874
5783;7476
3243;1041
6546;2964
8074;1006
8747;1130
4231;4383
8206;9130
4562;9600
4802;8291
2792;5847
6876;6359
9709;8033
9193;1024
6725;3258
2899;1154
2057;6619
4335;7241
4496;2274
2767;5682
3850;7203
3183;5139
9883;1658
4081;2089
4774;3581
5381;7690
8612;3376
4697;4324
8133;3613
8591;3066
9789;8990
7584;5514
6156;7329
2433;4931
5242;7608
2494;1859
2135;3014
5273;1558
1346;2704
7711;6513
9467;8397
5386;5455
5814;9800
5980;2103
5596;7913
7377;7535
5869;1839
1833;1098
9160;8865
2408;2023
5194;9315
5948;9519
4492;1014
8740;4744
4136;6868
7635;7309
3590;9772
4914;1308
2576;4512
3121;4761
8370;5193
8571;8652
2788;4480
2192;8033
7250;3030
1233;2788
4422;8705
7001;5059
1994;1471
2883;8587
8481;8374
9044;9794
7638;3058
3600;1693
5061;5101
4983;8194
6822;9616
6565;8353
4897;6068
2824;3623
4586;1264
8076;9507
6756;3720
3163;8883
8009;6050
1540;5023
2408;9255
1929;3546
6118;2959
9310;6092
7903;4326
9949;8147
2070;2476
6660;3719
1264;5160
5045;3036
6338;5762
3191;6187
9617;3375
4206;4508
5306;5176
3207;6126
1850;6946
6937;8848
4826;1259
5414;8738
8947;1967
9205;6614
2109;9380
7380;6380
9178;3248
6066;3369
2608;4723
8354;7637
2333;2409
3609;2386
5035;6209
7417;7186
9145;1917
1779;3466
1792;5534
6278;8774
1975;5713
