9544;9933
6915;1252
1418;4216
7349;9149
6168;2285
1521;5774
2189;3333
3152;6569
6355;3410
5739;7566
3829;4926
4862;6019
9005;3289
7587;6011
6357;5211
2307;5037
1621;3921
6906;2217
8052;5790
1269;3367
5129;5422
5921;5625
2058;5207
8508;9844
7852;9748
8886;6440
6604;6269
4742;7643
6210;9169
5795;9073
8556;7840
9177;3758
7171;6005
2830;2034
6026;6720
5531;2610
8030;5960
8569;2990
9135;8172
7350;3252
7168;8379
3390;8053
7566;1560
7860;3055
4214;6390
7310;6247
9759;3075
4708;1271
6674;2677
9543;5089
6296;8937
4960;9698
7985;9634
4019;7303
8807;9704
6598;5792
7793;4876
8978;9001
3854;6871
3096;5000
8364;6538
4574;9019
9366;7657
5818;8184
5060;1703
9072;7159
9583;4272
4677;3934
3449;7696
2344;9788
9963;2434
2095;1217
3275;7985
1258;1624
2369;3396
9629;3408
9894;1967
9792;1834
5836;2180
1484;7411
9972;9948
2643;1907
8597;8940
6598;3920
3051;4108
3657;4963
1122;6294
1953;3822
8819;2411
6918;1878
5137;5170
5028;3692
6671;8864
3132;6368
3416;5042
6538;1861
3445;4528
2164;2183
3078;1569
2092;9974
8726;8826
8251;1416
6881;6461
1542;1223
2389;7681
9832;9702
1212;5139
9851;6108
1612;3486
1566;4966
5679;4062
7290;8276
6485;8693
2957;3224
5585;6650
1484;3563
1750;7279
5852;2380
6872;5391
8251;5760
2341;2151
9464;5780
9293;4528
6595;9961
2377;7220
3077;4905
2328;3213
9898;4775
3897;9519
6560;5000
6723;6597
3859;3839
3388;1181
8009;4715
3399;4997
2428;4244
5337;6647
4381;2418
7806;6091
4800;1559
9722;9755
5439;8748
9199;7101
9939;5637
3977;1133
2888;2321
4801;1684
1883;5114
4806;6474
3735;9337
4958;1126
3721;1733
9525;4390
2290;6754
4897;9418
4163;5134
7990;2988
9849;5218
9921;9043
8003;9327
8270;8029
9146;2487
6454;7756
2398;7417
6134;7064
6817;8824
8571;2260
7985;7994
8854;3410
2510;5812
7550;7598
1737;9542
2644;6895
3846;7768
6213;9136
6994;4909
9460;4344
4760;9323
8115;6282
3937;9130
1770;8017
3078;1718
2575;8834
5722;1615
1455;8931
6215;2228
2610;5672
4339;4991
8529;8864
7895;2612
6729;6135
3302;6501
7234;8177
2637;5448
7392;5977
3167;6228
9462;6363
8726;2680
3970;8688
8371;5173
1261;2879
8715;2470
1625;3098
2694;8023
2281;4054
1318;1208
2185;5967
7954;6220
4129;9707
9654;9035
5708;1048
3466;9055
6570;3485
3922;1140
6457;6446
4883;4911
5779;6001
5156;4959
2872;3447
1177;7411
1882;5084
8123;2211
1683;2343
7794;5434
8571;9313
9456;7019
4738;7256
8158;5958
5666;6280
8060;4832
1975;2056
8254;6956
3182;2359
7638;7626
9466;4414
5908;1398
8834;7957
8329;3850
9709;4272
9212;1791
4630;3230
5154;1889
7447;5207
3917;5801
6503;6023
8027;1726
4357;1329
6207;5603
3569;3716
9155;9237
2398;3062
2565;9483
1787;9959
4594;6933
8250;3749
5772;2988
5558;9822
2408;9099
5679;8805
1787;1529
9582;1336
3940;6895
6281;6130
3767;5086
4570;3105
4613;5223
7259;5573
7272;5098
1170;9575
1953;9170
1759;3030
8322;9950
1926;3119
6689;2674
2661;1666
2265;9585
9672;2432
2612;5762
2464;9535
8829;2957
2593;5467
4788;5083
3380;3449
3899;7127
9920;1833
2457;9449
1959;9837
5145;7958
9657;2186
7442;6224
1761;3565
5899;5800
2147;4729
4225;6459
6955;7530
4627;8810
8547;2822
8563;7332
5636;4778
7631;4431
5142;3788
3906;1433
7693;9758
7495;5798
7483;7308
6633;1254
1917;2675
1698;5898
9471;9037
5980;6537
8461;7056
2683;8478
2849;6281
3010;4397
3405;1864
8317;7670
2015;6026
1162;8574
2102;7065
4434;7481
5912;4351
3066;9392
9881;1132
6089;2954
7080;4278
5291;2703
1978;5081
5964;8798
7110;3408
7328;7736
3825;5016
4857;8805
4215;1035
9934;6747
4878;6166
4180;9486
3465;2588
5009;4306
4815;5880
6325;3207
1875;5638
2781;5379
1104;5742
3184;3215
2279;5131
2327;4894
2296;6733
3766;8288
4169;1191
9404;5897
7847;7846
3765;7591
3076;1946
4732;3702
9827;3989
4800;8424
8546;1128
7704;3378
9122;2397
1844;6490
9673;8931
1496;9158
8219;5362
5890;5931
8707;7984
2705;8763
4360;5820
9111;3272
9031;7100
9884;3122
3555;2982
7657;3168
3036;8146
2913;6861
2649;6033
6465;4904
5407;5380
8974;8789
5161;6155
3031;2429
4425;4633
1666;1498
9336;5825
5131;5674
7340;6678
7509;6783
6220;9291
7835;4899
1010;1934
9574;5796
5308;2144
4945;2331
7658;8277
2370;2064
9055;7289
5951;8917
4795;4010
5746;5749
7339;4364
6500;4323
8689;8461
5104;7811
8225;8139
8975;3866
4526;2606
8960;2071
8531;1376
2458;4507
7487;9811
7902;7154
2801;6531
1236;8716
4921;2215
5650;8098
5683;7663
7383;7030
8962;9838
2289;5050
3872;8784
3372;2561
1591;4777
4761;3063
9623;3611
1512;3239
6106;9256
3448;7213
4118;8337
4299;2662
3705;7045
7108;1631
3055;8379
5423;7894
5681;7591
3255;6830
2616;5404
3165;7525
1606;9664
3448;2381
1448;6029
8934;7049
3130;5970
5226;7319
4955;6897
5588;6018
2668;4536
1460;1916
7975;7497
1151;5531
4003;5868
7376;4552
3171;7296
2569;1361
6528;5010
8392;1662
7520;2489
7804;5887
7859;6852
9706;7556
2724;1569
3732;9338
7629;2203
5429;1535
7909;6441
5467;6615
7080;5563
2426;7796
4150;1332
1905;9547
2265;1302
7240;5922
2796;4015
7887;4003
2609;6172
4919;8501
2356;7191
1421;6221
3772;1297
4171;5620
2026;6962
9403;9703
7711;5615
5396;5463
4386;9104
1324;5407
2196;7053
4931;5341
6304;2109
9560;4952
3434;3898
6898;1445
5734;3543
5216;3390
1127;4045
4271;3905
4357;6028
7817;4539
7793;8544
8297;1913
9982;1240
2792;5760
1704;6621
2748;6194
6864;8426
7530;5064
7693;8034
7938;2784
7665;6710
5070;2980
1163;9506
5049;6679
4482;5016
7020;2434
7863;7362
6377;1252
9462;8893
2204;3053
4542;4750
9742;7982
4193;7073
1115;3134
3311;4463
7083;7690
5081;5484
5132;7834
4601;9513
6334;1616
4593;2295
2222;3928
2589;2390
5094;3384
7230;1574
9661;4398
3723;2382
6348;6611
8468;7183
7955;2962
9261;2586
4573;8861
6391;2118
2231;9927
1216;3808
7814;3323
6278;3835
6901;6012
7649;3272
7736;8906
5278;2679
7673;6093
7670;2370
1220;9571
3937;5000
1221;8067
9777;5156
9637;9403
2447;5371
2488;8508
5433;7860
5798;8594
4698;7103
7224;9441
1908;1183
7255;3459
6021;8076
1025;8425
3796;5252
1748;2603
4865;9616
3806;8878
3234;2536
3456;3806
6962;5653
4413;2685
4577;9185
7232;9598
6372;1451
6085;3587
8939;3312
6301;3665
7958;3092
2208;5513
3209;1651
9519;2619
6910;4997
1784;5313
1614;5234
8011;9758
7160;6591
1899;5697
2786;2992
7719;2405
5841;5079
7344;7282
8935;4919
8588;3248
2554;8298
1879;4399
9901;3404
6197;7634
2976;4805
1766;6217
3853;5441
8942;7105
9870;2667
8549;1033
2844;4136
5540;4674
3213;2146
5704;7311
5178;1395
5318;7481
6896;7679
2976;4609
6858;2052
7413;9315
9434;3351
2810;8143
6040;8777
4605;8511
3006;8571
3036;3852
8028;7530
5563;8575
1174;2099
8786;1621
6116;7562
6599;7000
6126;2401
1634;5564
3210;1215
9245;3885
1175;9229
9110;3127
7560;9131
8404;5247
4335;7424
2069;2776
7537;1928
8502;3856
8828;6140
2257;7592
1448;5527
9854;3256
4372;9366
5364;3028
4783;6180
4858;5722
4959;3837
8998;6875
4966;8601
4631;7046
